unid+sku	UNID RESULTADO	SKU FINAL
US-40.05.0167	RS FP VR	40.05.0037
US-40.05.0167	RS FP VR	40.05.0050
US-40.05.0167	RS FP VR	40.05.0061
US-40.05.0167	RS FP VR	40.05.0143
US-40.05.0167	RS FP VR	40.05.0150
US-40.05.0167	RS FP VR	40.05.1100
US-40.05.0167	RS FP VR	40.05.1102
US-40.05.0167	RS FP VR	40.05.1104
US-40.05.0167	RS FP VR	40.05.1401
US-40.05.0167	RS FP VR	40.06.0008
US-40.05.0167	RS FP VR	40.06.0019
US-40.05.0167	RS FP VR	40.06.0020
US-40.05.0167	RS FP VR	40.06.0021
US-40.05.0167	RS FP VR	40.06.0022
US-40.05.0167	RS FP VR	40.06.0023
US-40.05.0167	RS FP VR	40.06.0051
US-40.05.0167	RS FP VR	40.06.0052
US-40.05.0167	RS FP VR	40.06.0055
US-40.05.0167	RS FP VR	40.06.0071
US-40.05.0167	RS FP VR	40.06.0072
US-40.05.0167	RS FP VR	40.06.0073
US-40.05.0167	RS FP VR	40.06.0074
US-40.05.0167	RS FP VR	40.06.0082
US-40.05.0167	RS FP VR	40.06.0095
US-40.05.0167	RS FP VR	40.06.0096
US-40.05.0167	RS FP VR	40.06.1001
US-40.05.0167	RS FP VR	40.06.1002
US-40.05.0167	RS FP VR	40.06.1003
US-40.05.0167	RS FP VR	40.07.0024
US-40.05.0167	RS FP VR	40.07.0025
US-40.05.0167	RS FP VR	40.08.0001
US-40.05.0167	RS FP VR	40.10.0002
US-40.05.0167	RS FP VR	40.10.1000
US-40.05.0167	RS FP VR	40.10.2000
US-40.05.0167	RS FP VR	40.12.0003
US-40.05.0167	RS FP VR	40.12.0004
US-40.05.0167	RS FP VR	40.13.0002
US-40.05.0167	RS FP VR	40.13.0011
US-40.05.0167	RS FP VR	40.13.0016
US-40.05.0167	RS FP VR	40.16.0014
US-40.05.0167	RS FP VR	40.16.0015
US-40.05.0167	RS FP VR	40.18.0006
US-40.05.0167	RS FP VR	40.20.0001
US-40.05.0167	RS FP VR	40.20.0005
US-40.05.0167	RS FP VR	40.20.0007
US-40.05.0167	RS FP VR	40.20.0014
US-40.05.0167	RS FP VR	40.30.0016
US-40.05.0167	RS FP VR	40.30.0027
US-40.05.0167	RS FP VR	40.30.0028
US-40.05.0167	RS FP VR	40.31.0001
US-40.05.0167	RS FP VR	40.31.0003
US-40.05.0167	RS FP VR	50.10.0006
US-40.05.0167	RS FP VR	50.10.0013
US-40.05.0167	RS FR	40.05.0001
US-40.05.0167	RS FR	40.05.0026
US-40.05.0167	RS FR	40.05.0031
US-40.05.0167	RS FR	40.05.0035
US-40.05.0167	RS FR	40.05.0037
US-40.05.0167	RS FR	40.05.0050
US-40.05.0167	RS FR	40.05.0061
US-40.05.0167	RS FR	40.05.0143
US-40.05.0167	RS FR	40.05.0150
US-40.05.0167	RS FR	40.05.1001
US-40.05.0167	RS FR	40.05.1100
US-40.05.0167	RS FR	40.05.1101
US-40.05.0167	RS FR	40.05.1102
US-40.05.0167	RS FR	40.05.1400
US-40.05.0167	RS FR	40.05.1600
US-40.05.0167	RS FR	40.05.2102
US-40.05.0167	RS FR	40.05.2103
US-40.05.0167	RS FR	40.06.0008
US-40.05.0167	RS FR	40.06.0019
US-40.05.0167	RS FR	40.06.0020
US-40.05.0167	RS FR	40.06.0021
US-40.05.0167	RS FR	40.06.0022
US-40.05.0167	RS FR	40.06.0023
US-40.05.0167	RS FR	40.06.0071
US-40.05.0167	RS FR	40.06.0072
US-40.05.0167	RS FR	40.06.0073
US-40.05.0167	RS FR	40.06.0074
US-40.05.0167	RS FR	40.06.0082
US-40.05.0167	RS FR	40.06.0096
US-40.05.0167	RS FR	40.06.1001
US-40.05.0167	RS FR	40.06.1002
US-40.05.0167	RS FR	40.06.1003
US-40.05.0167	RS FR	40.07.0024
US-40.05.0167	RS FR	40.07.0025
US-40.05.0167	RS FR	40.07.0029
US-40.05.0167	RS FR	40.08.0001
US-40.05.0167	RS FR	40.08.0003
US-40.05.0167	RS FR	40.08.0011
US-40.05.0167	RS FR	40.08.0012
US-40.05.0167	RS FR	40.12.0004
US-40.05.0167	RS FR	40.12.0020
US-40.05.0167	RS FR	40.12.0021
US-40.05.0167	RS FR	40.13.0002
US-40.05.0167	RS FR	40.13.0011
US-40.05.0167	RS FR	40.13.0013
US-40.05.0167	RS FR	40.13.0028
US-40.05.0167	RS FR	40.16.0014
US-40.05.0167	RS FR	40.18.0006
US-40.05.0167	RS FR	40.20.0005
US-40.05.0167	RS FR	40.20.0007
US-40.05.0167	RS FR	40.20.0014
US-40.05.0167	RS FR	40.23.0000
US-40.05.0167	RS FR	40.23.0001
US-40.05.0167	RS FR	40.30.0027
US-40.05.0167	RS FR	40.30.0028
US-40.05.0167	RS FR	40.31.0001
US-40.05.0167	RS FR	40.31.0003
US-40.05.0167	RS FR	50.10.0011
US-40.05.0167	RS FR	Outros
US-40.05.0167	RS VN	40.05.0001
US-40.05.0167	RS VN	40.05.0018
US-40.05.0167	RS VN	40.05.0025
US-40.05.0167	RS VN	40.05.0037
US-40.05.0167	RS VN	40.05.0041
US-40.05.0167	RS VN	40.05.0061
US-40.05.0167	RS VN	40.05.1100
US-40.05.0167	RS VN	40.05.1101
US-40.05.0167	RS VN	40.05.1102
US-40.05.0167	RS VN	40.05.1104
US-40.05.0167	RS VN	40.05.1105
US-40.05.0167	RS VN	40.05.1106
US-40.05.0167	RS VN	40.05.1600
US-40.05.0167	RS VN	40.05.2100
US-40.05.0167	RS VN	40.05.2101
US-40.05.0167	RS VN	40.06.0051
US-40.05.0167	RS VN	40.06.0052
US-40.05.0167	RS VN	40.06.0053
US-40.05.0167	RS VN	40.09.0001
US-40.05.0167	RS VN	40.10.0001
US-40.05.0167	RS VN	40.16.0014
US-40.05.0167	RS VN	40.16.0015
US-40.05.0167	RS VN	40.16.3000
US-40.05.0167	RS VN	40.16.3001
US-40.05.0167	RS VN	40.31.0001
US-40.05.0167	RS VN	40.31.0003
US-40.05.0167	RS VN	50.10.0006
US-40.05.0167	RS VN	50.10.0013
US-40.05.0167	RS VR	40.05.0001
US-40.05.0167	RS VR	40.05.0018
US-40.05.0167	RS VR	40.05.0025
US-40.05.0167	RS VR	40.05.0026
US-40.05.0167	RS VR	40.05.0031
US-40.05.0167	RS VR	40.05.0037
US-40.05.0167	RS VR	40.05.0041
US-40.05.0167	RS VR	40.05.0143
US-40.05.0167	RS VR	40.05.0150
US-40.05.0167	RS VR	40.05.1100
US-40.05.0167	RS VR	40.05.1101
US-40.05.0167	RS VR	40.05.1102
US-40.05.0167	RS VR	40.05.1104
US-40.05.0167	RS VR	40.05.1105
US-40.05.0167	RS VR	40.05.1106
US-40.05.0167	RS VR	40.05.1400
US-40.05.0167	RS VR	40.05.1600
US-40.05.0167	RS VR	40.05.2100
US-40.05.0167	RS VR	40.05.2101
US-40.05.0167	RS VR	40.06.0008
US-40.05.0167	RS VR	40.06.0019
US-40.05.0167	RS VR	40.06.0020
US-40.05.0167	RS VR	40.06.0022
US-40.05.0167	RS VR	40.06.0023
US-40.05.0167	RS VR	40.06.0051
US-40.05.0167	RS VR	40.06.0052
US-40.05.0167	RS VR	40.06.0053
US-40.05.0167	RS VR	40.06.0055
US-40.05.0167	RS VR	40.06.0071
US-40.05.0167	RS VR	40.06.0072
US-40.05.0167	RS VR	40.06.0073
US-40.05.0167	RS VR	40.06.0082
US-40.05.0167	RS VR	40.06.0095
US-40.05.0167	RS VR	40.06.0096
US-40.05.0167	RS VR	40.06.1001
US-40.05.0167	RS VR	40.06.1002
US-40.05.0167	RS VR	40.06.1003
US-40.05.0167	RS VR	40.09.0001
US-40.05.0167	RS VR	40.09.0002
US-40.05.0167	RS VR	40.10.0001
US-40.05.0167	RS VR	40.12.0014
US-40.05.0167	RS VR	40.12.0020
US-40.05.0167	RS VR	40.13.0002
US-40.05.0167	RS VR	40.13.0016
US-40.05.0167	RS VR	40.13.0028
US-40.05.0167	RS VR	40.16.0014
US-40.05.0167	RS VR	40.16.0015
US-40.05.0167	RS VR	40.16.0016
US-40.05.0167	RS VR	40.18.0006
US-40.05.0167	RS VR	40.20.0005
US-40.05.0167	RS VR	40.20.0007
US-40.05.0167	RS VR	40.23.0002
US-40.05.0167	RS VR	40.23.0003
US-40.05.0167	RS VR	40.30.0016
US-40.05.0167	RS VR	40.30.0027
US-40.05.0167	RS VR	40.30.0028
US-40.05.0167	RS VR	40.31.0001
US-40.05.0167	RS VR	40.31.0003
US-40.05.0167	RS VR	50.10.0006
US-40.05.0167	RS VR	50.10.0011
US-40.05.0167	RS VR	50.10.0012
US-40.05.0167	RS VR	50.10.0013
US-40.05.0167	RS VR	50.1000004859
US-40.05.0167	RS VR	50.110A31091
US-40.05.0167	RS VR	50.110A61091
US-40.05.0167	SC CN	40.05.0001
US-40.05.0167	SC CN	40.05.0031
US-40.05.0167	SC CN	40.05.2101
US-40.05.0167	SC CN	40.31.0001
US-40.05.0167	SC CR	40.05.1100
US-40.05.0167	SC CR	40.05.1101
US-40.05.0167	SC CR	40.05.1102
US-40.05.0167	SC CR	40.05.2100
US-40.05.0167	SC CR	40.05.2101
US-40.05.0167	SC CR	40.06.0096
US-40.05.0167	SC CR	40.16.0014
US-40.05.0167	SC CR	40.16.0015
US-40.05.0167	SC CR	40.16.0016
US-40.05.0167	SC CR	40.31.0003
US-40.05.0167	SC CR	50.10.0011
US-40.05.0167	SC CR	50.10.0012
US-40.05.0167	SC FN FR	40.05.0001
US-40.05.0167	SC FN FR	40.05.0037
US-40.05.0167	SC FN FR	40.05.0150
US-40.05.0167	SC FN FR	40.05.1001
US-40.05.0167	SC FN FR	40.05.1100
US-40.05.0167	SC FN FR	40.05.1102
US-40.05.0167	SC FN FR	40.05.1600
US-40.05.0167	SC FN FR	40.05.2100
US-40.05.0167	SC FN FR	40.06.0008
US-40.05.0167	SC FN FR	40.06.0071
US-40.05.0167	SC FN FR	40.06.0072
US-40.05.0167	SC FN FR	40.06.0073
US-40.05.0167	SC FN FR	40.06.0074
US-40.05.0167	SC FN FR	40.06.0082
US-40.05.0167	SC FN FR	40.07.0024
US-40.05.0167	SC FN FR	40.08.0011
US-40.05.0167	SC FN FR	40.08.0012
US-40.05.0167	SC FN FR	40.09.0002
US-40.05.0167	SC FN FR	40.13.0011
US-40.05.0167	SC FN FR	40.13.0013
US-40.05.0167	SC FN FR	40.13.0028
US-40.05.0167	SC FN FR	40.16.0014
US-40.05.0167	SC FN FR	40.16.0016
US-40.05.0167	SC FN FR	40.18.0006
US-40.05.0167	SC FN FR	40.23.0000
US-40.05.0167	SC FN FR	40.23.0001
US-40.05.0167	SC FP VR	40.05.0050
US-40.05.0167	SC FP VR	40.06.0071
US-40.05.0167	SC FP VR	40.06.0072
US-40.05.0167	SC FP VR	40.06.0073
US-40.05.0167	SC FP VR	40.06.0074
US-40.05.0167	SC FP VR	40.06.0082
US-40.05.0167	SC FP VR	40.06.1002
US-40.05.0167	SC FP VR	40.07.0003
US-40.05.0167	SC FP VR	40.07.0007
US-40.05.0167	SC FP VR	40.08.0001
US-40.05.0167	SC FP VR	40.08.0003
US-40.05.0167	SC FP VR	40.08.0011
US-40.05.0167	SC FP VR	40.08.0012
US-40.05.0167	SC FP VR	40.10.1000
US-40.05.0167	SC FP VR	40.10.2000
US-40.05.0167	SC FP VR	40.12.0020
US-40.05.0167	SC FP VR	40.12.0021
US-40.05.0167	SC FP VR	40.16.0014
US-40.05.0167	SC FP VR	40.16.0015
US-40.05.0167	SC FP VR	40.20.0007
US-40.05.0167	SC FP VR	40.22.0001
US-40.05.0167	SC FP VR	40.23.0000
US-40.05.0167	SC FP VR	40.23.0001
US-40.05.0167	SC FP VR	40.30.0028
US-40.05.0167	SC FP VR	40.31.0001
US-40.05.0167	SC FP VR	40.31.0003
US-40.05.0167	SC FP VR	50.10.0006
US-40.05.0167	SC FR	40.05.0035
US-40.05.0167	SC FR	40.05.0037
US-40.05.0167	SC FR	40.05.0150
US-40.05.0167	SC FR	40.06.0071
US-40.05.0167	SC FR	40.06.0072
US-40.05.0167	SC FR	40.06.0073
US-40.05.0167	SC FR	40.06.0074
US-40.05.0167	SC FR	40.06.1002
US-40.05.0167	SC FR	40.16.0014
US-40.05.0167	SC FR	40.16.0015
US-40.05.0167	SC FR	40.18.0006
US-40.05.0167	SC FR	40.20.0007
US-40.05.0167	SC FR	40.23.0000
US-40.05.0167	SC FR	40.23.0001
US-40.05.0167	SC VR	40.05.0001
US-40.05.0167	SC VR	40.05.0018
US-40.05.0167	SC VR	40.05.0025
US-40.05.0167	SC VR	40.05.0026
US-40.05.0167	SC VR	40.05.0031
US-40.05.0167	SC VR	40.05.0037
US-40.05.0167	SC VR	40.05.0041
US-40.05.0167	SC VR	40.05.1100
US-40.05.0167	SC VR	40.05.1101
US-40.05.0167	SC VR	40.05.1102
US-40.05.0167	SC VR	40.05.1104
US-40.05.0167	SC VR	40.05.1105
US-40.05.0167	SC VR	40.05.1106
US-40.05.0167	SC VR	40.05.1600
US-40.05.0167	SC VR	40.05.2100
US-40.05.0167	SC VR	40.05.2101
US-40.05.0167	SC VR	40.05.2102
US-40.05.0167	SC VR	40.06.0051
US-40.05.0167	SC VR	40.06.0052
US-40.05.0167	SC VR	40.06.0053
US-40.05.0167	SC VR	40.06.0055
US-40.05.0167	SC VR	40.09.0001
US-40.05.0167	SC VR	40.10.0001
US-40.05.0167	SC VR	40.12.0014
US-40.05.0167	SC VR	40.13.0016
US-40.05.0167	SC VR	40.13.0026
US-40.05.0167	SC VR	40.16.0014
US-40.05.0167	SC VR	40.16.0015
US-40.05.0167	SC VR	40.16.0016
US-40.05.0167	SC VR	40.18.0009
US-40.05.0167	SC VR	40.23.0002
US-40.05.0167	SC VR	40.23.0003
US-40.05.0167	SC VR	40.30.0016
US-40.05.0167	SC VR	40.30.0027
US-40.05.0167	SC VR	40.30.0028
US-40.05.0167	SC VR	40.31.0001
US-40.05.0167	SC VR	40.31.0003
US-40.05.0167	SC VR	50.10.0006
US-40.05.0167	SC VR	50.10.0011
US-40.05.0167	SC VR	50.10.0013
US-40.05.0167	SP CN	40.05.0001
US-40.05.0167	SP CN	40.05.0031
US-40.05.0167	SP CN	40.05.0035
US-40.05.0167	SP CN	40.05.0041
US-40.05.0167	SP CN	40.05.0061
US-40.05.0167	SP CN	40.05.0083
US-40.05.0167	SP CN	40.05.1105
US-40.05.0167	SP CN	40.05.1600
US-40.05.0167	SP CN	40.05.2100
US-40.05.0167	SP CN	40.05.2101
US-40.05.0167	SP CN	40.05.5001
US-40.05.0167	SP CN	40.05.5002
US-40.05.0167	SP CN	40.16.0014
US-40.05.0167	SP CN	40.16.0015
US-40.05.0167	SP CN	40.16.0016
US-40.05.0167	SP CN	40.30.0028
US-40.05.0167	SP CN	40.31.0001
US-40.05.0167	SP CN	40.31.0003
US-40.05.0167	SP CN	50.10.0012
US-40.05.0167	SP CR	40.05.0001
US-40.05.0167	SP CR	40.05.0018
US-40.05.0167	SP CR	40.05.0031
US-40.05.0167	SP CR	40.05.0041
US-40.05.0167	SP CR	40.05.0061
US-40.05.0167	SP CR	40.05.1100
US-40.05.0167	SP CR	40.05.1101
US-40.05.0167	SP CR	40.05.1102
US-40.05.0167	SP CR	40.05.1104
US-40.05.0167	SP CR	40.05.1105
US-40.05.0167	SP CR	40.05.1600
US-40.05.0167	SP CR	40.05.2100
US-40.05.0167	SP CR	40.05.2101
US-40.05.0167	SP CR	40.05.5001
US-40.05.0167	SP CR	40.05.5002
US-40.05.0167	SP CR	40.06.0051
US-40.05.0167	SP CR	40.06.0052
US-40.05.0167	SP CR	40.06.0053
US-40.05.0167	SP CR	40.16.0014
US-40.05.0167	SP CR	40.16.0015
US-40.05.0167	SP CR	40.16.0016
US-40.05.0167	SP CR	40.30.0016
US-40.05.0167	SP CR	40.30.0027
US-40.05.0167	SP CR	40.30.0028
US-40.05.0167	SP CR	40.31.0001
US-40.05.0167	SP CR	40.31.0003
US-40.05.0167	SP CR	50.10.0006
US-40.05.0167	SP CR	50.10.0011
US-40.05.0167	SP CR	50.10.0013
US-40.05.0167	SP FN	40.05.0001
US-40.05.0167	SP FN	40.05.0050
US-40.05.0167	SP FN	40.05.0143
US-40.05.0167	SP FN	40.05.1201
US-40.05.0167	SP FN	40.05.1202
US-40.05.0167	SP FN	40.05.1203
US-40.05.0167	SP FN	40.05.1205
US-40.05.0167	SP FN	40.05.1400
US-40.05.0167	SP FN	40.06.0008
US-40.05.0167	SP FN	40.06.0071
US-40.05.0167	SP FN	40.06.0072
US-40.05.0167	SP FN	40.06.0073
US-40.05.0167	SP FN	40.06.0082
US-40.05.0167	SP FN	40.06.0096
US-40.05.0167	SP FN	40.06.1002
US-40.05.0167	SP FN	40.06.1003
US-40.05.0167	SP FN	40.06.2001
US-40.05.0167	SP FN	40.08.0003
US-40.05.0167	SP FN	40.10.0100
US-40.05.0167	SP FN	40.10.1000
US-40.05.0167	SP FN	40.13.1002
US-40.05.0167	SP FN	40.13.1003
US-40.05.0167	SP FN	40.18.0006
US-40.05.0167	SP FN	40.20.0005
US-40.05.0167	SP FN	40.20.0007
US-40.05.0167	SP FN	40.23.0000
US-40.05.0167	SP FN	40.23.0001
US-40.05.0167	SP FN	40.23.1000
US-40.05.0167	SP FN	40.23.1001
US-40.05.0167	SP FN FR	40.05.0001
US-40.05.0167	SP FN FR	40.05.0031
US-40.05.0167	SP FN FR	40.05.0035
US-40.05.0167	SP FN FR	40.05.0037
US-40.05.0167	SP FN FR	40.05.0050
US-40.05.0167	SP FN FR	40.05.0061
US-40.05.0167	SP FN FR	40.05.0143
US-40.05.0167	SP FN FR	40.05.0150
US-40.05.0167	SP FN FR	40.05.1001
US-40.05.0167	SP FN FR	40.05.1102
US-40.05.0167	SP FN FR	40.05.1202
US-40.05.0167	SP FN FR	40.05.1204
US-40.05.0167	SP FN FR	40.05.1400
US-40.05.0167	SP FN FR	40.05.1600
US-40.05.0167	SP FN FR	40.05.2103
US-40.05.0167	SP FN FR	40.05.4003
US-40.05.0167	SP FN FR	40.06.0008
US-40.05.0167	SP FN FR	40.06.0019
US-40.05.0167	SP FN FR	40.06.0020
US-40.05.0167	SP FN FR	40.06.0021
US-40.05.0167	SP FN FR	40.06.0051
US-40.05.0167	SP FN FR	40.06.0052
US-40.05.0167	SP FN FR	40.06.0053
US-40.05.0167	SP FN FR	40.06.0071
US-40.05.0167	SP FN FR	40.06.0072
US-40.05.0167	SP FN FR	40.06.0073
US-40.05.0167	SP FN FR	40.06.0074
US-40.05.0167	SP FN FR	40.06.0082
US-40.05.0167	SP FN FR	40.06.0096
US-40.05.0167	SP FN FR	40.06.1001
US-40.05.0167	SP FN FR	40.06.1002
US-40.05.0167	SP FN FR	40.06.1003
US-40.05.0167	SP FN FR	40.07.0003
US-40.05.0167	SP FN FR	40.07.0007
US-40.05.0167	SP FN FR	40.07.0024
US-40.05.0167	SP FN FR	40.07.0025
US-40.05.0167	SP FN FR	40.07.0029
US-40.05.0167	SP FN FR	40.07.1002
US-40.05.0167	SP FN FR	40.08.0001
US-40.05.0167	SP FN FR	40.08.0003
US-40.05.0167	SP FN FR	40.08.0011
US-40.05.0167	SP FN FR	40.08.0012
US-40.05.0167	SP FN FR	40.09.0002
US-40.05.0167	SP FN FR	40.09.0005
US-40.05.0167	SP FN FR	40.10.0002
US-40.05.0167	SP FN FR	40.10.1000
US-40.05.0167	SP FN FR	40.10.2000
US-40.05.0167	SP FN FR	40.12.0020
US-40.05.0167	SP FN FR	40.12.0021
US-40.05.0167	SP FN FR	40.13.0002
US-40.05.0167	SP FN FR	40.13.0011
US-40.05.0167	SP FN FR	40.13.0013
US-40.05.0167	SP FN FR	40.13.0028
US-40.05.0167	SP FN FR	40.13.1002
US-40.05.0167	SP FN FR	40.16.0014
US-40.05.0167	SP FN FR	40.16.0015
US-40.05.0167	SP FN FR	40.16.0016
US-40.05.0167	SP FN FR	40.18.0006
US-40.05.0167	SP FN FR	40.18.0007
US-40.05.0167	SP FN FR	40.20.0005
US-40.05.0167	SP FN FR	40.20.0007
US-40.05.0167	SP FN FR	40.21.0002
US-40.05.0167	SP FN FR	40.21.0004
US-40.05.0167	SP FN FR	40.22.0001
US-40.05.0167	SP FN FR	40.22.1000
US-40.05.0167	SP FN FR	40.23.0000
US-40.05.0167	SP FN FR	40.23.0001
US-40.05.0167	SP FN FR	40.31.0001
US-40.05.0167	SP FN FR	40.31.0003
US-40.05.0167	SP FN FR	40.50.0300
US-40.05.0167	SP FP VR	40.05.0001
US-40.05.0167	SP FP VR	40.05.0031
US-40.05.0167	SP FP VR	40.05.0050
US-40.05.0167	SP FP VR	40.05.0150
US-40.05.0167	SP FP VR	40.05.1001
US-40.05.0167	SP FP VR	40.05.1100
US-40.05.0167	SP FP VR	40.05.1101
US-40.05.0167	SP FP VR	40.05.1102
US-40.05.0167	SP FP VR	40.05.1400
US-40.05.0167	SP FP VR	40.05.1600
US-40.05.0167	SP FP VR	40.05.2000
US-40.05.0167	SP FP VR	40.05.2100
US-40.05.0167	SP FP VR	40.05.2101
US-40.05.0167	SP FP VR	40.05.2103
US-40.05.0167	SP FP VR	40.06.0008
US-40.05.0167	SP FP VR	40.06.0019
US-40.05.0167	SP FP VR	40.06.0020
US-40.05.0167	SP FP VR	40.06.0021
US-40.05.0167	SP FP VR	40.06.0022
US-40.05.0167	SP FP VR	40.06.0023
US-40.05.0167	SP FP VR	40.06.0071
US-40.05.0167	SP FP VR	40.06.0072
US-40.05.0167	SP FP VR	40.06.0073
US-40.05.0167	SP FP VR	40.06.0074
US-40.05.0167	SP FP VR	40.06.0082
US-40.05.0167	SP FP VR	40.06.0095
US-40.05.0167	SP FP VR	40.06.0096
US-40.05.0167	SP FP VR	40.06.1001
US-40.05.0167	SP FP VR	40.06.1002
US-40.05.0167	SP FP VR	40.06.1003
US-40.05.0167	SP FP VR	40.07.0003
US-40.05.0167	SP FP VR	40.07.0007
US-40.05.0167	SP FP VR	40.07.0024
US-40.05.0167	SP FP VR	40.07.0025
US-40.05.0167	SP FP VR	40.07.0029
US-40.05.0167	SP FP VR	40.08.0001
US-40.05.0167	SP FP VR	40.08.0003
US-40.05.0167	SP FP VR	40.08.0011
US-40.05.0167	SP FP VR	40.09.0002
US-40.05.0167	SP FP VR	40.10.0002
US-40.05.0167	SP FP VR	40.10.1000
US-40.05.0167	SP FP VR	40.10.2000
US-40.05.0167	SP FP VR	40.12.0003
US-40.05.0167	SP FP VR	40.12.0004
US-40.05.0167	SP FP VR	40.12.0020
US-40.05.0167	SP FP VR	40.12.0021
US-40.05.0167	SP FP VR	40.13.0002
US-40.05.0167	SP FP VR	40.13.0011
US-40.05.0167	SP FP VR	40.13.0013
US-40.05.0167	SP FP VR	40.13.0028
US-40.05.0167	SP FP VR	40.16.0014
US-40.05.0167	SP FP VR	40.16.0015
US-40.05.0167	SP FP VR	40.16.0016
US-40.05.0167	SP FP VR	40.18.0006
US-40.05.0167	SP FP VR	40.18.0007
US-40.05.0167	SP FP VR	40.20.0001
US-40.05.0167	SP FP VR	40.20.0005
US-40.05.0167	SP FP VR	40.20.0007
US-40.05.0167	SP FP VR	40.20.0014
US-40.05.0167	SP FP VR	40.21.0002
US-40.05.0167	SP FP VR	40.22.0001
US-40.05.0167	SP FP VR	40.22.1000
US-40.05.0167	SP FP VR	40.23.0000
US-40.05.0167	SP FP VR	40.23.0001
US-40.05.0167	SP FP VR	40.31.0001
US-40.05.0167	SP FP VR	40.31.0003
US-40.05.0167	SP FP VR	50.10.0006
US-40.05.0167	SP FP VR	50.10.0011
US-40.05.0167	SP FR	40.05.0001
US-40.05.0167	SP FR	40.05.0018
US-40.05.0167	SP FR	40.05.0026
US-40.05.0167	SP FR	40.05.0031
US-40.05.0167	SP FR	40.05.0035
US-40.05.0167	SP FR	40.05.0041
US-40.05.0167	SP FR	40.05.0050
US-40.05.0167	SP FR	40.05.0061
US-40.05.0167	SP FR	40.05.0083
US-40.05.0167	SP FR	40.05.0101
US-40.05.0167	SP FR	40.05.0143
US-40.05.0167	SP FR	40.05.0150
US-40.05.0167	SP FR	40.05.1001
US-40.05.0167	SP FR	40.05.1006
US-40.05.0167	SP FR	40.05.1008
US-40.05.0167	SP FR	40.05.1100
US-40.05.0167	SP FR	40.05.1101
US-40.05.0167	SP FR	40.05.1102
US-40.05.0167	SP FR	40.05.1104
US-40.05.0167	SP FR	40.05.1202
US-40.05.0167	SP FR	40.05.1204
US-40.05.0167	SP FR	40.05.1400
US-40.05.0167	SP FR	40.05.1401
US-40.05.0167	SP FR	40.05.1600
US-40.05.0167	SP FR	40.05.2100
US-40.05.0167	SP FR	40.05.2101
US-40.05.0167	SP FR	40.05.2102
US-40.05.0167	SP FR	40.05.2103
US-40.05.0167	SP FR	40.05.4003
US-40.05.0167	SP FR	40.06.0008
US-40.05.0167	SP FR	40.06.0019
US-40.05.0167	SP FR	40.06.0020
US-40.05.0167	SP FR	40.06.0021
US-40.05.0167	SP FR	40.06.0022
US-40.05.0167	SP FR	40.06.0023
US-40.05.0167	SP FR	40.06.0051
US-40.05.0167	SP FR	40.06.0052
US-40.05.0167	SP FR	40.06.0053
US-40.05.0167	SP FR	40.06.0071
US-40.05.0167	SP FR	40.06.0072
US-40.05.0167	SP FR	40.06.0073
US-40.05.0167	SP FR	40.06.0074
US-40.05.0167	SP FR	40.06.0082
US-40.05.0167	SP FR	40.06.0095
US-40.05.0167	SP FR	40.06.0096
US-40.05.0167	SP FR	40.06.1001
US-40.05.0167	SP FR	40.06.1002
US-40.05.0167	SP FR	40.06.1003
US-40.05.0167	SP FR	40.06.2000
US-40.05.0167	SP FR	40.07.0007
US-40.05.0167	SP FR	40.07.0024
US-40.05.0167	SP FR	40.07.0025
US-40.05.0167	SP FR	40.07.0029
US-40.05.0167	SP FR	40.08.0001
US-40.05.0167	SP FR	40.08.0003
US-40.05.0167	SP FR	40.08.0011
US-40.05.0167	SP FR	40.08.0012
US-40.05.0167	SP FR	40.09.0001
US-40.05.0167	SP FR	40.09.0002
US-40.05.0167	SP FR	40.09.0005
US-40.05.0167	SP FR	40.10.0002
US-40.05.0167	SP FR	40.10.1000
US-40.05.0167	SP FR	40.10.2000
US-40.05.0167	SP FR	40.12.0003
US-40.05.0167	SP FR	40.12.0004
US-40.05.0167	SP FR	40.12.0020
US-40.05.0167	SP FR	40.12.0021
US-40.05.0167	SP FR	40.13.0002
US-40.05.0167	SP FR	40.13.0011
US-40.05.0167	SP FR	40.13.0013
US-40.05.0167	SP FR	40.13.0028
US-40.05.0167	SP FR	40.16.0014
US-40.05.0167	SP FR	40.16.0015
US-40.05.0167	SP FR	40.16.0016
US-40.05.0167	SP FR	40.18.0006
US-40.05.0167	SP FR	40.18.0007
US-40.05.0167	SP FR	40.20.0005
US-40.05.0167	SP FR	40.20.0007
US-40.05.0167	SP FR	40.21.0002
US-40.05.0167	SP FR	40.21.0004
US-40.05.0167	SP FR	40.22.0001
US-40.05.0167	SP FR	40.22.1000
US-40.05.0167	SP FR	40.23.0000
US-40.05.0167	SP FR	40.23.0001
US-40.05.0167	SP FR	40.30.0016
US-40.05.0167	SP FR	40.30.0027
US-40.05.0167	SP FR	40.30.0028
US-40.05.0167	SP FR	40.31.0001
US-40.05.0167	SP FR	40.31.0003
US-40.05.0167	SP FR	50.10.0006
US-40.05.0167	SP FR	50.10.0011
US-40.05.0167	SP FR	50.10.0012
US-40.05.0167	SP FR	50.10.0013
US-40.05.0167	SP FR	Outros
US-40.05.0167	SP INT CN	40.05.0001
US-40.05.0167	SP INT CN	40.05.0031
US-40.05.0167	SP INT CN	40.05.1105
US-40.05.0167	SP INT CN	40.05.2100
US-40.05.0167	SP INT CN	40.05.2101
